X,Y
0.4181232154369354,1.0164610147476196
0.41516363620758057,1.0245851278305054
0.4188552498817444,1.0141303539276123
0.4176275134086609,1.0270224809646606
0.4226457476615906,1.020093321800232
0.4213661551475525,1.022415041923523
0.41975682973861694,1.0226634740829468
0.4143385887145996,1.013344168663025
0.4205387830734253,1.0009443759918213
0.42954349517822266,0.9939439296722412
0.16978292167186737,-0.039022937417030334
0.1849648356437683,0.03220030665397644
0.1752767562866211,0.12574419379234314
0.17850086092948914,0.1219557523727417
0.2720799744129181,-0.030031338334083557
0.2820563316345215,-0.0495905727148056
0.26571449637413025,-0.026975631713867188
0.25932425260543823,0.014308542013168335
0.2572695016860962,0.04284986853599548
0.25626182556152344,0.06393307447433472
0.24341648817062378,0.13898465037345886
0.244651198387146,0.14468395709991455
0.22564393281936646,0.21198344230651855
0.21900120377540588,0.2636883556842804
0.2072453796863556,0.35774993896484375
0.20954738557338715,0.4595373570919037
0.21097388863563538,0.4729028642177582
0.21770766377449036,0.5845442414283752
0.23234620690345764,0.7399441003799438
0.23798666894435883,0.7599040865898132
0.6109654903411865,0.9977375864982605
0.9095721244812012,0.8636652827262878
0.9160212874412537,0.8563328385353088
0.9083632230758667,0.9130507111549377
0.9268780946731567,0.8644837737083435
0.9031504988670349,0.9263147711753845
0.2282053828239441,0.7612861394882202
0.27954158186912537,0.6400456428527832
0.2792540192604065,0.637498140335083
0.28003907203674316,0.5920581817626953
0.29185378551483154,0.5293035507202148
0.2911338210105896,0.4860115051269531
0.2806645333766937,0.450929194688797
0.2875702381134033,0.4374309182167053
0.2785951495170593,0.38334569334983826
0.251740425825119,0.31503957509994507
0.24967779219150543,0.07514910399913788
0.24528229236602783,0.3128198981285095
0.251173734664917,0.07613176107406616
0.24675050377845764,0.18855470418930054
0.2413107305765152,0.08524346351623535
0.23960404098033905,0.021368682384490967
0.2253933846950531,-0.01648610830307007
0.22897958755493164,-0.014414295554161072
0.21637970209121704,-0.013667032122612
0.2109302282333374,-0.012472733855247498
0.21287588775157928,-0.00498490035533905
0.20507341623306274,0.0060280561447143555
0.20623630285263062,0.007010459899902344
0.20003628730773926,0.03870989382266998
0.19788125157356262,0.03898283839225769
0.18339762091636658,0.1166352927684784
0.18064039945602417,0.16638389229774475
0.17746472358703613,0.16510477662086487
0.16952310502529144,0.21358691155910492
0.1687956601381302,0.21139180660247803
0.16022951900959015,0.256875216960907
0.16003142297267914,0.2539973855018616
0.16256563365459442,0.36704933643341064
0.1603393703699112,0.43050146102905273
0.1606026291847229,0.44064924120903015
0.1565331220626831,0.49276190996170044
0.1554505079984665,0.49245738983154297
0.15869584679603577,0.5432183742523193
0.15833918750286102,0.5410408973693848
0.1671416014432907,0.6245099306106567
0.18152716755867004,0.6671547889709473
0.18412822484970093,0.6684185266494751
0.19109676778316498,0.7051241993904114
0.19159351289272308,0.7071852684020996
0.193785160779953,0.7435628771781921
0.19413213431835175,0.747390627861023
0.21457608044147491,0.7981873154640198
0.1441386640071869,0.8085550665855408
0.14079564809799194,0.8062424063682556
0.1438361406326294,0.7768365144729614
0.1837787926197052,0.6768249869346619
0.18329502642154694,0.6769288182258606
0.21919550001621246,0.6426537036895752
0.22026191651821136,0.6092907190322876
0.21020179986953735,0.30872419476509094
0.19979512691497803,0.3010421097278595
0.20859898626804352,0.23670533299446106
0.2162657380104065,0.08893600106239319
0.22519275546073914,0.16427293419837952
0.22061094641685486,0.0687035620212555
0.22131364047527313,0.06596124172210693
0.22206254303455353,0.0655977725982666
0.22272425889968872,0.06510180234909058
0.2217540293931961,0.06638027727603912
0.21424320340156555,0.08791519701480865
0.21449130773544312,0.08642075955867767
0.19951726496219635,0.13007549941539764
0.1623597890138626,0.23651720583438873
0.1499878466129303,0.29915618896484375
0.13651533424854279,0.3685385584831238
0.12839306890964508,0.44029080867767334
0.1297827512025833,0.4599178433418274
0.12094363570213318,0.5342457294464111
0.126194030046463,0.6175211668014526
0.12722963094711304,0.6274980306625366
0.1295037418603897,0.6999877691268921
0.13496242463588715,0.7426039576530457
0.13672678172588348,0.7686977386474609
0.13987308740615845,0.773513674736023
0.22513125836849213,0.673560619354248
0.20805765688419342,0.6318243741989136
0.1970294713973999,0.6082431077957153
0.18076620995998383,0.5488635301589966
0.16923025250434875,0.5131363868713379
0.15147677063941956,0.44259923696517944
0.1518382579088211,0.4181888699531555
0.14368538558483124,0.24714814126491547
0.16272561252117157,0.35080814361572266
0.1576320081949234,0.25313615798950195
0.15094614028930664,0.19202372431755066
0.1575552374124527,0.14952191710472107
0.1587393432855606,0.1487482786178589
0.16720689833164215,0.13797476887702942
0.16722936928272247,0.1699095368385315
0.16484515368938446,0.16677221655845642
0.16663514077663422,0.22583462297916412
0.16655214130878448,0.22557872533798218
0.15729089081287384,0.3517395853996277
0.15805217623710632,0.45515304803848267
0.1643282175064087,0.5249026417732239
0.1640363484621048,0.5310074687004089
0.16289839148521423,0.592004656791687
0.16518144309520721,0.5902172923088074
0.16857245564460754,0.6835440397262573
0.16591142117977142,0.7188436388969421
0.16840210556983948,0.7161177396774292
0.16983048617839813,0.7336466908454895
0.1702059805393219,0.7303076386451721
0.17343653738498688,0.7424951791763306
0.17272931337356567,0.7439412474632263
0.8188868165016174,0.860020637512207
0.8273727893829346,0.8280815482139587
0.8035514950752258,0.8081960678100586
0.817845344543457,0.7852619290351868
0.7992216348648071,0.7070993185043335
0.7997021675109863,0.6125650405883789
0.737838089466095,0.22239996492862701
0.7402368783950806,0.218551903963089
0.7267681360244751,0.18804931640625
0.7244995832443237,0.18832944333553314
0.7147437930107117,0.17337968945503235
0.7180526256561279,0.16512663662433624
0.7174124121665955,0.16623908281326294
0.723452627658844,0.1466405689716339
0.7221988439559937,0.1466483324766159
0.726651132106781,0.12915652990341187
0.7258796095848083,0.13074105978012085
0.7235844731330872,0.1208740770816803
0.7219724059104919,0.134667307138443
0.7211965322494507,0.13573384284973145
0.7214764952659607,0.15867896378040314
0.7215888500213623,0.15850846469402313
0.7204967141151428,0.20831811428070068
0.7191171050071716,0.23837363719940186
0.7183662056922913,0.23737193644046783
0.72223961353302,0.2686559557914734
0.7205919623374939,0.2742912769317627
0.712956428527832,0.3521754741668701
0.709617555141449,0.40973591804504395
0.7072945833206177,0.414590060710907
0.7093881368637085,0.45636701583862305
0.7075580954551697,0.4544283151626587
0.6945779919624329,0.526837170124054
0.6854433417320251,0.5513706207275391
0.6838822960853577,0.5521466732025146
0.6772534847259521,0.5769941806793213
0.6777346730232239,0.5769621133804321
0.6646079421043396,0.5928559303283691
0.6653605103492737,0.5946202874183655
0.5900794267654419,0.8756952285766602
0.5604897141456604,0.8787766695022583
0.5427964925765991,0.8800248503684998
0.4971220791339874,0.7820946574211121
0.4806264638900757,0.8040247559547424
0.3628957271575928,0.7242862582206726
0.2803099453449249,0.8054108023643494
0.1554417461156845,0.711427628993988
0.0920604020357132,0.7944013476371765
0.07706370204687119,0.8082792162895203
0.06953329592943192,0.8131040930747986
0.12111896276473999,0.5312299132347107
0.11782927811145782,0.5182846188545227
0.14222587645053864,0.48683643341064453
0.13650313019752502,0.26198050379753113
0.17719072103500366,0.45823824405670166
0.15154525637626648,0.20278450846672058
0.1496800035238266,0.4126204550266266
0.14211097359657288,0.1677294373512268
0.1797645092010498,0.38062483072280884
0.158734530210495,0.1122862696647644
0.1721619963645935,0.044200003147125244
0.16144311428070068,0.017633944749832153
0.17389005422592163,-0.015254437923431396
0.1766577959060669,-0.021330595016479492
0.17801758646965027,-0.042129069566726685
0.17842254042625427,-0.040953442454338074
0.16921712458133698,-0.021941006183624268
0.17215128242969513,-0.01836073398590088
0.14864100515842438,-0.007891044020652771
0.11041078716516495,0.04536217451095581
0.0563654825091362,0.2970077693462372
0.05297008156776428,0.29926905035972595
0.05828653648495674,0.35634666681289673
0.06135183945298195,0.36457377672195435
0.08133023977279663,0.40680915117263794
0.14472883939743042,0.48347359895706177
0.14967088401317596,0.495445191860199
0.1952311396598816,0.5467865467071533
0.19249683618545532,0.5434772968292236
0.2593383193016052,0.6043737530708313
0.26482197642326355,0.6177273988723755
0.31387418508529663,0.664024829864502
0.6923030018806458,0.46633899211883545
0.6939724683761597,0.46264421939849854
0.7319108247756958,0.40892118215560913
0.7149443626403809,0.4996640086174011
0.7761890888214111,0.3600570559501648
0.7784275412559509,0.3319205343723297
0.7913573384284973,0.3033260107040405
0.7918462753295898,0.30500584840774536
0.7997118830680847,0.2496740221977234
0.7934026122093201,0.21924088895320892
0.7922707796096802,0.2168785035610199
0.7871697545051575,0.19809724390506744
0.7881346344947815,0.1976337730884552
0.7783815264701843,0.16915887594223022
0.7772255539894104,0.17035126686096191
0.7673347592353821,0.12201759219169617
0.762208104133606,0.09626004099845886
0.7617685794830322,0.09691788256168365
0.761508584022522,0.0876372754573822
0.7596009969711304,0.08791536092758179
0.7667943835258484,0.09841741621494293
0.7661687135696411,0.09729193150997162
0.8070960640907288,0.15064117312431335
0.820962131023407,0.16243281960487366
0.8218957781791687,0.16247498989105225
0.8359787464141846,0.18338772654533386
0.8371869325637817,0.17990811169147491
0.8454539179801941,0.21405455470085144
0.8449574112892151,0.2129994034767151
0.8549884557723999,0.29055505990982056
0.863620936870575,0.32766100764274597
0.8623413443565369,0.327678382396698
0.8734900951385498,0.3614177405834198
0.8751465678215027,0.3663003742694855
0.89630126953125,0.43852388858795166
0.903014063835144,0.42514899373054504
0.9095235466957092,0.4440616965293884
0.9036097526550293,0.4541984498500824
0.9103078842163086,0.441959023475647
0.9104792475700378,0.4595887064933777
0.9015685319900513,0.4814544916152954
0.9097194075584412,0.4577348828315735
0.9085320830345154,0.48734891414642334
0.8724736571311951,0.743096113204956
0.9104836583137512,0.4873916208744049
0.912138819694519,0.5607404708862305
0.9237979054450989,0.541671633720398
0.9257862567901611,0.5650855302810669
0.9255436658859253,0.5632492899894714
0.9282854199409485,0.5647433996200562
0.9156365394592285,0.6240646839141846
0.9306639432907104,0.5844923257827759
0.9320852160453796,0.5849900245666504
0.9103561043739319,0.6621804237365723
0.9389793872833252,0.6108287572860718
0.9373468160629272,0.6728842258453369
0.8873323798179626,0.8870840072631836
0.9381015300750732,0.6754293441772461
0.9259015321731567,0.7406915426254272
0.9518044590950012,0.6878142356872559
0.9525095820426941,0.6894586086273193
0.9311373233795166,0.747951328754425
0.955466628074646,0.7122741341590881
0.9569328427314758,0.7125130295753479
0.941307544708252,0.7906235456466675
0.9687315821647644,0.750872790813446
0.9616286754608154,0.7945746779441833
0.9804978966712952,0.7684127688407898
0.9836609959602356,0.7693212628364563
0.9473088383674622,0.8069595098495483
0.9848300218582153,0.7832655310630798
0.9597834348678589,0.8099844455718994
0.9822438359260559,0.7847883701324463
0.9663686752319336,0.804219126701355
0.9827821850776672,0.7849349975585938
0.9710140824317932,0.7998173236846924
0.9829426407814026,0.7892425656318665
0.9839869737625122,0.7946794629096985
0.9758791327476501,0.8231947422027588
0.9858185648918152,0.8019769191741943
0.9850826859474182,0.8113745450973511
0.97655189037323,0.8162429928779602
0.9883124828338623,0.815714955329895
0.9874141812324524,0.8282276391983032
0.9678683876991272,0.8510239124298096
0.9897942543029785,0.8267646431922913
0.9865831136703491,0.8460756540298462
0.9491816163063049,0.9717523455619812
0.9877472519874573,0.8442853689193726
0.9853586554527283,0.8571394085884094
0.9828461408615112,0.8565447926521301
0.9746403098106384,0.8618385195732117
0.9686167240142822,0.8647809624671936
0.9450986981391907,0.8765336871147156
0.9382807612419128,0.8770937323570251
0.932433009147644,0.8770722150802612
